text,rationale
"Good.  So this is the factor that won’t change.  So now you have a 30 and a 6, instead of the larger 36, times 8. So when I look out at the class right now, I see a lot of people that I will be giving miles to at the end of math.  Student C, you’re listening to my voice for a minute.  At the end of math, you know you’ll be getting miles if you’re work is done; you have three steps to do.  I don’t expect you to get to both array games, maybe do one of – half – like one call of one and half of the other.  But I don’t expect you to fool at your tables.  The array games are a chance for you to continue to practice your work around multiplication and breaking up numbers, thinking about division, missing factors, and how division is related to multiplication. It’s not a chance to fool around.  If I talk to you, your name will be on your weak side and we will need to discuss it.  It’s not okay for me to be interrupted. Yes Student [A].",1
"Girls, please remember what I said about all the whispers. So I like that you guys are trying to figure out 6 times 8.",0
"Student [J], I’m just watching him to make sure that you have that relationship between division and multiplication.  You were doing some chatting and laughing over here, so I want to make sure that you’re on track.",1
"So I’m gonna let you think about that and work that one out. Alright, let’s come together to share.  Can you put all array cards away and open back up to 61?  Can you guys put all array cards away?  It’s time to share.  Open back up to page 61. Okay?  It’s time to put all array cards away.  Student J and Student A, figure out – keep working on that problem while they clean up quickly.  Perfect.",0
"Excellent. You should be cleaning up like Student J, Student M.  I’d like everyone to clean up and Student [E], and please open back up to page 61.  And I’d like you to be more respectful to him please. I like what I see from Student T.  You can put your game sheet in section four – or actually, just put it right next to your work today.  That’s okay.",0
"There’s gonna be a label there of weeks; there days.  It’s perfect there.  It’s just perfect.  Can you guys work a little harder and clean up faster please.  Miles don’t get passed out to people that are talking while cleaning.  You understand what you need to do, but you’re not doing it; and that’s a poor choice.  Student M, you’re going over to your weak side and hopefully it’s a fast visit. Anyone not cleaning quietly is moving over to their weak side. Hopefully it’s a fast visit.  You should be cleaning up.",0
You can put it right next to the sheet; that’s okay.  You should be cleaning up.  This should be in your binder.,0
"You have 30 seconds.20 – you have 10 – 20 seconds left, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1.Times up.So I hear whispering at one table.If they are whispering, they are not getting the 500 miles.He doesn’t have time to clean now.",1
"He didn’t get the time done in time.Alright; everyone was asked to open to page 61.If you missed that direction, can you open back up to 61?Thank you for making it a fast visit Student M.  You should be open to page 61.That should not be out.",0
Explain to me what that looked like.Eyes should be right up here.Your ears are listening.,1
"100.  Thank you.  Student [G] honey, he’s sharing.  How did you get that Student T?",1
"And put that zero here.  So thinking about this picture, if this were a 10 – Student A, eyes up here – if this were a 10, in stretching out the 10 – 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, okay?  And 8 times 5 equals –",0
"Let’s read it.  Who highlighted the question?  Student [M] and Student [G], you need to stop.  Who highlighted the question?  So Student M, read us what it said.",0
"Yeah, go ahead, you separated – can you not play with papers here?  It’s distracting and it’s making the noise being heard.  You should be open to page 61.  Okay.  Student [A], go ahead and speak.",1
Your eyes should turn to Student [A].  That’s the class rule.,1
Your eyes should be turning to Student [E]; he’s the person speaking.,1
Can I have this so I can turn it in please?  You’re on camera now.,1
"You’re going down to the office.  Let’s go.  I’m not gonna play games with you, Student J.  I asked for the envelope now please.",1
You have until three to pass it in my hand.  One –,0
Three.  Pass the envelope to me and put it on my desk.,0
"Student N?  Thank you.  Boys and girls, I want to remind you. When somebody is sharing, you do not belong drawing on your notebooks.  You belong looking at the child speaking.  It’s unacceptable to do anything other than that. Student [E], speak in a louder voice.  All eyes should be on him.  Go ahead.",0
"Okay.  Can I ask you to do something for me?  Can you look at how Student [A] showed it and ask yourself is there anything different?  It’s important to listen to your classmates, okay? Alright.  I’m gonna ask a question.  Did anybody try to find an equivalent problem?  Student N, your eyes should be on me please.  You did?  Alright Student A.  What do you think? Loud and clear.  Everyone’s eyes on here.  This is the strategy that I was really hoping someone would give a shot.  Go ahead.",0
"So now we had stretched it out to 20 rows, okay?  And as Student [E] had said, 6 times 10 is 60.  And I’ve got ten 6’s here.  Alright.  So it’s okay to understand what Student N was saying because that’s how we come into this. We see it like that.  We’re putting a zero here.  But, as far as the math that goes into that, remember that we’re stretching out this number 10 times.  Alright. So one of the strategies you can use today is breaking up the number in any way.  Another strategy is breaking up the numbers by place.  Student J, your eyes should be up here please.  So why did I say breaking it up by place when you look at this?  How do you know that’s by place?",0
"Okay?  And then the final way – I think Student J might have been the only one that explored this and I explored it a little bit.  But this is that strategy that, if you’re really feeling comfortable breaking up numbers, this is one to look for.  I know that I watched Student J and she does look at numbers.  Student J, your head should be up please. I know Student J looks at numbers and she finds the double a lot.  And that’s one of the strategies that she uses to break up numbers.  And, in this situation, we were able to find the double of 30 and what of 16?",0
"Okay.  Student C, since you called it out?  Two.  You guys agree?",0
"Hmm, [Inaudible].  Okay, you answered his question. All right, then we have [Inaudible] [Inaudible] numerator and what is our denominator?  Check it and see [Inaudible] Did you check and see if it’s correct?  Did you take that mixed number and change it into an improper fraction to see if it’s correct?  Did you check it? Do I have anyone that’s still having some trouble?  If you’re still having some trouble, raise your hand.  Student T, can you step over there – over by Student R and help her out, see what she’s doing wrong?  Who’s still having – anyone else still having trouble?  Okay, Student L, I saw yours. Excuse me, Student L.  Can you step over here by Student L? You’re having some trouble?  Did you check it?  You must check it to see if it’s correct, okay?  [Long pause] Okay.  Good job, Student L.  Thank you for using the correct verbiage, Student G.  Good job.  All right, we’re gonna check this one together.  Thank you, Student T, thank you, Student L, for your services.  All right, what is the first step that we do in order to change an improper fraction to a mixed number?  What do we do?  Oh, no, is Student T and Student K and Student E the only ones here today?  Oh, okay.  Student L [Inaudible] You have it on your board, don’t be afraid.",1
"Raise your hand if you got that correct.  Raise your hand if you didn’t and you need me to help you work that out. Who’s still having some trouble?  Okay. All right, erase your boards, because I’m gonna have you work with a partner sitting beside you, and I’m going to be coming around monitoring if there are any questions.  And also I know sometimes you guys learn best from each other too, and you also can find different ways of solving these problems.  You know, my way is probably not always the right way, okay?  And sometimes you guys come up with some creative ways in doing, you know, different problems that I give you, okay?  All right, you have a partner sitting beside you, right?  Everyone has a partner – or across from you.  Just make sure everyone – who doesn’t have a partner? Who doesn’t have a partner?  Okay, you two can work together, you three can work together.  All right, you two, you two, you two and you two.  You two, you two, and across from each other, okay?  Think you got that? Now, you can use one board and work it out together.  Go ahead.  And I’m looking for those groups that are talking it out and I’m looking for the correct verbiage when you’re talking about it.  I want to hear some of that strong math vocabulary.",1
"Good job, Student E.  He’s just discussing over there, they were working out the problems, and he noticed that they didn’t check their work, and he wanted to be sure that they got it correct, okay?  And sometimes we need someone in our group to remind us –",1
"Yes, and practice, and many times if we write it and practice it, we will remember it.  And raise your hand if you’re still having some troubles with either one, mixed numbers or improper fractions.",1
"All right.  Let me press the number in there.  Sixteen-thirds, and submit it.  Good job.  Okay, Student H, if you would, please turn our screen off.  All right, now what I’m going to do is put a few problems on the board so you can transfer them into your folder so you can practice these more tonight, okay?  I know we have – we were reading some of this in our folder, and you can use your folder as a resource as well, because we have some of this information already in there.  But I’m gonna put some problems on the board so you can record them in your folders so you can practice these tonight again.  And I am going to mix them up.  We’re not just gonna have one way, just mixed numerals or just improper fractions, okay?  All right, take out your folders.  Yes, [Inaudible]",1
"Well, you’re gonna have to take out a sheet of paper and transfer it in there.  [Long pause]",0
"You’re good?  Okay.  There’s just enough, ‘cause we practiced this enough today to where you’ll be able to go home and practice.  Hmm?  Now, with each one I want you to show your work and check it.  I’m only giving you two of each because you know you have to check each one, and that gives you added work to that, okay? All right, now take your folders right now, take your math folders right now – not later, right now, and put in your homework binder, ‘cause I know some of us sometimes forget when we’re working on math folders.  You forget that you’re using your math folder instead of your homework folder. And double check to see if you wrote those down correctly. [Long pause] Student E, did you write these down?  You put them in your homework binder?  You put your folder in your homework binder? Okay, all right, thank you, boys and girls.",1
"Excuse me, Student A, Student J was talking.  He has the floor.",1
"Multiplication.  And one of the clues that lets you know that it’s multiplication is of.  So as we take this piece of information, when I ask you two-thirds of four-fifths, okay?  So what they’re really asking you is if you have four-fifths, what is two-thirds of that.  And so in order to find that out, what you would do is just convert the of to a what? A multiplication sign.  So any time you see of, it means for you to multiply, okay?  So this is actually read as two- thirds times four-fifths, okay?  What I want you to do is I want you to take about 30 seconds or so to read the paper that says fraction models.  So read through and look at the steps.  So once you’ve read through this, raise your hand so I’ll know. You’ve got about 10 more seconds.  You don’t have to memorize them.  I just want you to be a little familiar with what’s going on.  Okay, can somebody quickly remind us what it is that we’re doing with this lesson?  What are we doing?  What did I say, so we can be on track.  What are we doing, Student M?",1
"Five is the denominator, okay?  So put that down on your paper somewhere.  Just put that down, just put a note.  Just put that next to it.  We’re gonna use that in one minute, okay? Just put five.  You don’t have to put anything else down. Put the number five. All right, number two.  It says divide the rectangle – this is the rectangle, and you have one on your paper.  This is the rectangle.  So you’re gonna divide the rectangle vertically.  So that’s straight up and down.  Use the number of the denominator to determine the number of divisions.  So there – the denominator is five, right?  So look, pay attention.  Just look up here for the first one. You’re gonna divide this into five parts.  Count – one, two, three, four and five.  They should be equal, but I don’t have a ruler, okay?  So what I want you to do is take yours and divide it into five parts.  Make sure that it’s five parts.  One, two, three, four, five. Okay, so you divide it into five parts.  Okay, so right here, so one, two, three, four, five.  We’ve done that, right?  Shouldn’t take us a long time.  Okay, so now what’s the next one say? Student D, tell us what number three says.",0
"Just follow the directions, okay?Student M, I have the lines going diagonally.I need you to pay attention to that.Okay, make sure you have four of them shaded.Once you have all four of yours shaded, raise your hands.Okay, let me see what you have.Very good.",0
"Please shade that.All right, thank you.Okay.All right, because we need to be together on this.Now, this is where you have to start really paying attention, okay?So now do you think that we’re finished working with – I’m waiting for you to let me ask the question.",1
"Packages.  Okay.  Right.  One of each.  Hold on one second. Let me help these kids finish.  Have you cut out the other one there?  Oh, there it is over there.  Why did it get on his desk?",1
Pass them to [Inaudible].  Just take one little piece and then we’re finished.,0
"I asked nobody to write until I told you to do so. Okay?  And Student PJ, you didn’t hear me say that?",1
"We’re gonna come together.  Okay? Yeah.  You can build those, try to build ‘em.  You know what, Student J?  That is totally uncalled for.  What?  No, we’re doing centimeter [Inaudible].  Student J?",0
You know what?  I don’t know why you went over there but if you’re trying to cause trouble –,0
Many people are finished with the first activity.  Some of you went on to looking at making the prisms.  I want to talk about the first activity as a class. But people need to stop with the blocks.  Need to put their hands like this and face me.  Thank you.  That means you’re not gonna go back in two seconds and start touching the packages again.  All right?  ‘Cause we’re gonna go over some of what was going on here today. Okay.  We built a box.  What were the dimensions of the box?  Raise your hand if you know.  Okay.  Student J?,1
What is it?  Okay.  Raise your hand ‘cause we got too many answers.  Raise your hand if you know.  Student C?,1
"Yeah.  Okay, boys and girls.  Let’s clean up.",0
"Okay.  You may begin cutting.  While you’re cutting I want you to think about as I finish passing out the papers, what are the dimensions of this box going to be?  If anybody knows right now.",0
"3.  Student C, come sit over here.  1 and 3.  So my factors of 3 are 1 and 3.  What are my factors of 9?",0
"She already told me.  Student J, just go ahead.  Leave your things.  You'll come back.  All right.  So I'm going to divide by 3.  What do I divide?  The—",1
"Okay, then make it a line that you would use please.  No, because you're supposed to be working on your work, so you didn't know that he needs an eraser.  You're facing front and doing your answers.  He can ask the person next to him if he needs an eraser.  Okay.  So how can I find one of my fractions for that picture?  Student J?",1
"Sit up, Student B.  Okay.  So Student J, what would be my first fraction I could make out of that?",0
"Can you wait?  Just wait a little bit, okay?  Five, six, and seven.  Show me that first fraction here.  What did you write for a first fraction?",0
"Show me one sixth.  Where is one, and how many of those do I have?  How many of these do I have?  Student D, you're not paying attention, because you're doing what we did two days ago.  You're telling me the fraction that's shaded, and the fraction that's not shaded, and I'm not asking you to do that.  I'm asking you to find equivalent fraction for the shaded part, so look at the shaded part.  What would be one of my fractions for the shaded part?  Erase both answers. What do I have there?  Show me.  Point to them.  Show me.",1
Mm-hmm.  Pay attention.  Okay.  Be careful with number six. Can I group it like I group these?,0
"Three fourths and six eighths.  You need to be writing your answers beforehand.  All right.  Go ahead and look at number right.  Number eight says to use the number lines for two thirds, so on number eight I want you to put two thirds is equal to, then give me two answers.  Use our number lines.  Two thirds is equal to, and I want two fractions that they're equivalent to.  Question, or do you have an answer?  Go.  Next time go on your way back please.",0
"Because they're all in the same.  They're all equivalent.  All right.  Put these in your math folder and take out your math homework.  Thank you, Student D.  Just leave those. Put those in your [inaudible].  Bless you.  Take out your workbook.  Go ahead and wait out in the hall.  Wait for me.",0
"Around the edge of the classroom, right?  There's a difference between area and parameter, okay?  I want you to take the tiles and make me a square using 4 of your tiles.  Push the others to the outside.  Don't raise your hand.  Just make me a square using 4 tiles.  Okay.  Honey, I need you to make me a square using 4 tiles.  Lay them down, honey. Make me a square.  What do we know about a square?",0
"If I told you that the side of – are you listening, Student J? If I told you that the side of a square was five units, five inches – let's say five inches.  If the side of the square was five inches, what would my area be?  He said the side is five inches.  I've got to multiply it by the side, right?  So the area of the square would be 25.  Let's do the same thing for parameter.  Student T, if I told you that the side, one side of a square was five inches, that means we'd know that every side is five inches, right, because the square is the same all the way around.  If one side is five inches, what would my parameter be, Student T?",0
"Because we are putting the numbers in, but this is your formula so any number I give you, you can do it.  Any number I give you, you should be able to find the formula if you know the area is side times side.  Get used to formulas.  You're going to see them all the time now.  You have to use the formula.  Like the formula for division of fractions is the first fraction is the multiplicative inverse of the second fraction.  This is the formula for area and parameter. Please don't play with those anymore.  Let's try again.  If you touch the tiles again, I'm slapping them off the desk, okay?  They're a tool, not a toy, and I shouldn't have to say that to 5th graders.  Okay.  If one side of a square is 12 inches long, Student S, what's the area?  Why are you all – nothing is written up here.  I promise you.  I'm not ever going to write anything up there.  What is the area of a square if one side is 12 inches long?  Baby, look at the formula.  It's on the board.  Student T.",1
"Okay.  Just leave that there.  We'll get you another one.  It's all right.  We'll grab one.  Student J, put [inaudible] in the back.  Okay.  Now listen.  So we know area equals 10. Count the parameter.  What is it, Student J?  Double check, guys.  What's the parameter of 14?  Student T, are you counting inches?  You've got to count the edges.  So the parameter's 14.  All right.  Hold that thought.",1
"Okay.  Student B, listen.  What Student M said was the top and the bottom are the same, and both sides are the same.  What this is called – this is called the long way.  It's called length, and the short way is called width.  Can we come up with a formula for how to get the area?  That's a ticket. Length times width, area of a rectangle.  Look at it. Every single time.  Look at our examples.  Every single time is length times width.  The answer, area is 10, length is 5, width is 2, area is 8, length is 4, width is 2, area is 15, length is 5, width is 3, area is 6, width is 2, length is 3.  Does it work every single time?",0
"So on a square to find the area, how many sides do we need to know to find the area?  If I said you have a square, and one side is five inches long, could you tell me what the area of that square would be?  If I tell you that one side of a square – Student J, you need to look up here.  If one side of a square is five inches long, could you tell me the area using our formula?",0
"Okay.  My next group, you're going to be on the floor back there, is Student M, Student V, Student D, Student S, and Student C.  Okay.  My last group's going to be at table one – I mean table two.  Student C, Student B, Student D, and Student M.  Okay.  Pull out your math workshop folders from yesterday.  I'm going to sit right there.  Okay.  Go ahead and get your paper out.  I think Student D will be back in just a minute.  You're going to work on this first.  Those of you that have not done that can work on that and if you have done that you're going to roll a seven digit number and round to either the ten thousandths or the hundred thousandths.  No, the other dice is over here.  One of you get the milk cartons?",0
Mm-hmm.  It stays an 8.  [Inaudible].  These numbers just come straight down.  Mm-hmm.  How many zeros are in that number? How many more digits are past that 8?  Go on to the next one.  Raise or stay?  I need a band for being off task. Just write it small.  Raise or a stay?,1
"So you each have a graphic organizer for today.  All of you, I have your tests to pass back.  All of you passed with an 84 or higher on your test for yesterday.  You are actually moving on to unit two.  You will work on today – you've finished all number forms, so you're each going to pick one and right it down.  Student D is the first one.  Student D, you're right here.  Actually, you three are with me at table one.  That's for the next task.  Right now get task one and two finish.  It doesn't matter.  Yes.  Just be careful.  You need to double check it.  Okay.  Student C, Student B, and Student E – that's warning number two before worksheet island.  My floor group, they're taking a test. You all need to whisper please.  Math workshop folders. You need your math workshop folder.  Student B has made our number.  Student B, you need to get your place value chart out.  Let's give them a second to catch up since they just got in here.  Now you all are getting the place value. Write data and then what you think its definition might be. You're doing it right now.  Student J, sit down.  Student B, I want you sitting here next to Student D since you're both using the place value chart.",1
"So make sure you put a comma between the one thousandths and the hundreds.  Very good.  Who thinks they can put a 1 in the ten thousandths place?  I want you to do that in the value chart.  Student E, why don't you read that number for me.  I need a whisper.  Very good.  Count five digits from here.  Okay.  Get started.  Put it in word form first. You're finished?  There's no highlighting here.  I need to see the highlight.  You double checked it?  Because this is your big test for the unit.  Put it on my table up front, and then you can pull a file folder down.  Student A, a file folder out of the blue basket behind you.  Yes.  Pull one of those down.  Read today's task.  What does it say? What's that number?  Okay.  Let's look at this number. This is what number?  What's the last name?  We write 12,000.  Say the number, then the last name.  Hold your paper up for me.  1, 2, 3, 4, 5.  That goes above that dash.  Very good.  Put it in expanded form on your graph paper.  Okay.  You can get a file folder again.",1
"Where's your highlighter?  Do you want to do another one or take the quiz?  Table one, you're doing a great job, but you all need to quiet it down.  They're all still taking a test right behind you, and I have two gentlemen taking the test over here.  Sit in the middle and get a clipboard. Student D, you do have graph paper, right?  You can use anything in your math workbook folder to help you, okay? You need to highlight.  Student D, come see me really quick.  Highlight that number.  Now what do we do?  Circle which number?",1
"What makes the raise number?  Raises is going to be 5, 6, 7, so 5 or higher.  Wait a minute.  We're still on number one. What happened to number 5?  Okay.  What about all the numbers to the left right here?  Student C, they're taking a test.  Write the numbers to the left.  Okay.  Numbers to the left, numbers to the right, zeros.  I've got number two.  You're going to highlight the underlined digit.  Very good.  The only thing I want to see here – I want you to highlight the operations, so the addition and the subtraction sign.  Remember what I told you?  Sometimes people make silly mistakes.  Someone was double checking a minute ago and they subtracted instead of adding.  Just make sure you're highlighting that because that will be that visual reminder.  I've highlighted this.  Table two, I see a lot of staring.  Give me just one second to work with Student V, and I'll be right over there.  Read the next task.  What's my number to the right of it?  So what happens to my 7?  My numbers to the left?",1
"All right, boys and girls, eyes on me, please.  All right, today we're going to be talking about line graphs.  Who can remember what kind of information we would use a line graph for?  Student T?",0
"Student D?  Student T, sorry one second, can you put that book box on the floor?  It's kind of I can't see you.  To show stocks, the money that’s in the stock market and if your own stocks are rowing or, right now, a lot of them aren’t unfortunately.",1
Line graph.  Just wait 'cause we're going to go over it in a second.,1
"What's going on, Student A?  All right, you need to get a regular chair.  Push your chair back.  Get a regular chair. Yes?",0
"We're not going to do that right now.We're going to move into another lesson.All right, I need you to close everything and set it to the side.Like it doesn’t matter.Just set it to the side.Okay, sh.I'm going to read to you a little poem, and then we're going to do a little activity.",0
"Okay, so raise your hand if you can tell and share with me some ideas of how your world would be different if you were one inch tall.  Student J?",0
You’ve had a turn so put your hand down.  Student M?  Student N?,1
"Okay, you might be squished.  What else, Student J?  I hear some side conversations going on, and that's not using our manners.",1
"Okay, good.  Patient your hands down.  Tomorrow what we're going to do is we're doing to move on into–why do you have a book to during math class?  That's only if we finish work early and you need to read.",1
"Out of your workbook.  Okay, if you got to another teacher, quietly line up.  My class put your math things away.",0
"Put the book boxes that are near you on the floor so I can see what you're doing 'cause I can tell you're not making a good choice right now.  Student A, I'm talking to you.",1
You're supposed to come to class with paper.,1
"You need to be doing this for math class, okay?",1
"Two sets of data.  The s is not with the t.  Student N? Student I, what?  I can't hear you.  What do you think?  It could be if you had that amount of data.  It's up to you what you get.  Let's focus.  The one you need to study on is just a bar graph and a double.  Now what's going to be happening with – Student M, stop with the noises.  Okay. What you are doing at your seat if you are in – actually, I'm going to make this D as well.  You're going to meet with small group today.  If you are in C, B, or D, you are doing page 98 in your text book.  It's the chapter review, so it's going to help you.  You do the whole thing.  You're finished with that before I am done with my group, you can work on your accelerated math packets or you can take it to your seat math envelopes.  Where are my take it to your seat envelopes?  Just get out any of the math.  This is independent work time while I'm meeting with my group.  So if B, C, and D are doing independent work, what group should be over here?",0
We're going to be at the table.  We're not going to be on the floor because I didn't know if it would catch me on the floor.  Student M?,1
Independent at your seat.  I would have written it on the board if I was going to let you do math games.  Why are you guys up?  Go sit down.,0
"Yes.You can pick whichever one you want.Have a seat please.A should be in the back table, and everyone else should get seated.I was not saying get up.Go sit down.You can pick any of these.Just pick one that you're doing, whichever you want to do.Okay.",1
"You've got to double check your answers.Student M, do you need to leave my room?Then sit down and work.Student I, what are you working on?You're supposed to be doing textbook page 98 on a piece of paper.Textbook, not workbook.It's review for chapter four text Monday.",0
"40 plus 6, so now you're doing 432 – write this down – times 40, and 432 times 6.  Okay.  So you have two smaller problems now.  You have this one and this one.  Student T, Student C, Student N, everyone needs to be working please. I hear talking, so it doesn't sound like it.  All right. So do 432 times 6 first.  We can all do this.  Student S, you finished all of page 98, and drawing the two graphs on the bottom?  Page 98, I believe it said you have to make two graphs.  432 times 6.  Come on, Student J.  You're missing a digit.  What's 6 times 2, Student L?",0
"Does week four?  Okay.  I just wanted to get through that big one right here since you were able to get through that. You guys go back to your seats and work on textbook page 98, and then I need Student M, Student J, Student T, come here with paper and pencil please, Student J, and Student H.  Pencil and paper.  You keep that one.  Excuse me. Don't touch – guys, sit back down, please.",0
"I think you made it 25 because this should be 32.4.  You have to put – read the instructions on the front.  There is a thing that you're going to put through here.  It's like a slide.  You'll see it.  Questions about that?  Let's see. Stop tapping.  Okay.  You guys don't need to go over that. You know the basics.  This should have been 32.4.  I don't know where you got 35.  Maybe you did 6 times 5 is 32.  I'm not sure.  Okay.  Looks like I need to go over the 432 times 46.  Okay.  It should be breaking it up into two solid numbers, because it looks like it's a really big number.  What would 46 be broken up into expanded form, Student T?",0
"94.  Anybody else?  When I call your name, please bring it to me so I can see it.  Let me see the score and then put it in your cubby to go home please.  Student M?  Student B? Please watch the camera, do not bump the camera please? Okay, okay.  Student B, Student W?  Okay, okay.  Student P, Student K.   Okay.  Student T, Student L.  Student M, Student H.  Student K, Student J.  Student D, Student G. Student J, Student K.  Student J and Student J.  Your hand’s over your score, honey.",0
"All right, let’s go ahead and get started with today’s assignment.  Open up your math books to page 178, problem solving.  Student K, sit on your bottom please.  Student J, I suggest you move somewhere where you can look at somebody’s book.  All right, problem solving.  Who’s that in the group still running their mouth Student J?",1
"You have to multiply.  It is a multiplication problem.  So the first step, we have to choose the operation.  The operation is multiply.  What am I multiplying?  Raise your hand please, and nice and loud.  Student P?",0
"Raise your hand.  I got a whole bunch of different answers. Student M, where do you think I’m going to put this 1?",0
Under the 2.  Raise your hand if you agree with Student M if you think I should put it underneath the 2.  Student M is the only one correct in my classroom then.  1.  It is a whole number.  It is a 1.  When you add and subtract decimals you must line them up.  This is a time where I’m telling you about lining up numbers.  We have not done adding and subtracting decimals.  You must line them up. 3 minus 0 is?,0
Huh?  Some of you guys say your answer and then you’re not confident enough to repeat it.  Make sure you say it loud and clear.  How much did they totally weigh?,1
"2 pounds.  Student M, put the scissors away, I have no idea what you need scissors for right now.  2 pounds.  So how much is 2 pounds on Mercury?  What kind of problem is this?",1
"2 times.  So if you had given me either one of those answer choices it would have been correct.  For some reason they’re not practicing the problems like the ones that are on our homework.  So what I want to do is, I want to give you your homework assignment right now.  We’re going to practice a problem or two on there, okay?  Can I get my two helpers please?  As soon as you get your homework assignment, please put your name and number at the top. Voices are off.  Who doesn’t have one?  You need to go put one on Student D’s desk.  Anyone else not have one? Student B doesn’t need one. Okay, looking at the problem, let’s do number one together.  It says, “Debbie’s father needs to buy two new tires for his car. He reads in the newspaper that the tire store is selling tires 4 for $157.80.  If each tire costs the same amount, how much will Debbie’s father pay for 2 tires?” This is a two-step problem.  Almost every single one of your word problems on your math test tomorrow are going to have two steps.  What is the first step?  What do you have to do first?  We need to figure out how much what?",0
You should be doing this with me please.,0
"When I’m dividing this?  Guys, guys, excuse me.  Can you stop for a second and listen.  It’s just like we did the first problem, and that’s what I keep on telling you.  You’re going to have multiple steps.  If this is how much the whole box costs – and I’m starting with this – and I divide it by 15 equal groups, what is that answer telling me? What?",0
"18.  Student K, put it away. Subtract and you get?",0
Office Depot.  I'm sorry.  I can't heart Student Z.  Some people are being rude.,1
"Yeah, it will still come off.  Please don't use this too much, but there's a sharpener on the back if you need it.  If you are in group B, go ahead and go to the multiplication station.  Please don't make a mess.  All right.  Group A, meet me at the back.  [Inaudible].  Does everyone have a marker and eraser?  I'd like them all moved over.  Look in the other folder and see if it ended up in the wrong folder.  Get a data set, and then I want you to find the mean and median.  [Inaudible].  The first thing you need to do is what?  Put them in order.  I have them.  Then you can go back in order.  Put them in order first, and then you can do that.  Definitions are on the board to help you. You have them in order?  Then do the range, mean, and median.  The definitions are on the board if you need them. The first thing you're going to do is what, Student A? Okay.  Find the range.  Let's go.  When you do subtraction, what goes on the top?  The bigger number, or the smaller number?",0
"No.  Do not erase it.  I'm going to look over it and see what you've done today.  It has to be a whiteboard or something [inaudible].  You should not be talking.  You're good. That's fine.  I should see multiplication station cleaning up, please.  One more day of it tomorrow and then we'll be ready for our testing.  Let's go ahead and rotate to your last station.  Wait for Student A, please.  I need multiplication station to have a seat.  Thank you.  Those of you who are already done [inaudible].  I'm hearing a conversation at multiplication station that I should not be hearing.  If you're at multiplication station, start cleaning up.  10 minutes.  [Inaudible].",0
"We don’t need to call out.  Good.  Yep, that one.  I’m going to give you a data set with some bigger numbers and I want you to find me the range, the median and the mode.  And remember, once I give you your data set, what’s the first thing you’re gonna do?",0
"Then you should have been paying attention.  All right.  So, let’s add across and then down.  So, 1600 plus 400 is?",0
"Student D, are you with me?  ’Cause I don’t see you writing.",1
"I see some friends doing it.  Playing with your ruler is certainly not what you should be doing.  All right, now, three times six is?",1
"Okay, if you’ve only done it once, how many of you – raise your hand – how many of you have only done it one time?  Holy molly, you guys are avoiding journal.  This is not good. Okay, I can’t have that many people.",1
"If you’re finishing it, you can go too.  That’s fine.  You might just have to share.  So, if you’ve never done math calendar, come.",0
"It should have been turned into Teacher T.  Your name needs to go on it.  And, well, you know what?  That was from last week.  Never mind.  You’re just gonna have to hold on to it.  Okay.  Right now is not the time to come up to me. All right, so, red and orange come choose a center.  If you need to be with me, just put yourself under with me and we’ll get going in a minute.",1
"Okay.  Yellow and blue come put yourself – if you’re with me, then you guys need to gather chairs, get back there at the table.  If you kind of – Student K, will you take all of those timelines and bring ’em on over to Teacher V?",0
"Please push in your chairs when you go away from your desk, so that I don’t have to do that for you.  Guys, don’t worry about color.  Just pick one out and –",1
"– we’re not digging for a specific color.  Just pick one and let’s get to work.  Drag more chairs if we need ’em. Student J, do you have a whiteboard?",0
So you might need to steal another chair from somewhere.  Just use one that someone else is not using.,0
"If he brought it over here, then you need to grab another one. There’s still a stack of chairs over there.  We’re just gonna have to make lots of room and crowd around.  There’s lots of us.",1
"Well, then, come on, join us.",0
"Scooch down, scoot, scooch.  I promise.  You too scooch that way.",0
Student C is not gonna bite you.  Scooch over.,0
"You can just leave it open on the floor, Student M.  Just leave it on the floor, ’cause we’ll have to put our stuff away afterwards anyway, so that’s all right.",1
"Student J, will you scooch.  You’re a little bitty thing.  You should be able to let her by.",1
"It’s cool.  Just make sure your tissue gets in the trash.  If you feel like you need more, you’re free to stay.  If you feel like you got it, you’re free to go.",1
"Two times zero is – there we go.  Now, we got it.  And once you add it, you should get it just fine. All right.  So, put your whiteboards away and your whiteboard markers away, please.",0
"Oh, Student E, will you put mine away too.  Thank you, my dear.",0
"All right, I need you to clean up, please.  I need you to clean up and get to your seats, please.",0
"No.  Student J, sit down, please.  Okay, and was it page 439?",0
"No, they don’t just make a circle, because these are for a car or a track or bike.  They’re all what?  They’re all different sizes.  You have 22 inch alloy wheels, they have 20 inch alloy wheels, they have 18 inch alloy wheels.  You make – huge trucks, those are those silvery kind, the silver stuff in the middle.  That’s called alloy.  Student A, will you please stop playing with her hair?  Thank you.",0
"I know.  Now, look at this one.  It says how to solve for circumference given the formula and the measurement. Turning into an owl in here?  No?  Okay.  When given the diameter, you multiply 3.14 by the diameter to solve, so in this case, multiply 3.14 by seven.  So go ahead and open the last page of your folder, the last empty page in your folder and tell me – why is everything out, honey?",0
