text,cm
"What?  Okay.  Nine – what’s nine plus five?  Nine plus five, not nine times five.",FALSE
"Uh-huh.  43.  All right, now, I’m done with the six.  I’m done with that 1.  I’m gonna cross it out and make sure I’m done – that I know that I’m done with it.  I’m moving on to the 5, but it’s not a 5.  It’s a?",FALSE
Two times four.  Which is?,FALSE
What you said before.  52 what?,FALSE
"All right, next review, multiplication.  12 times 5.",FALSE
"Mm-hmm, you would have gotten lucky.  But does that normally work?",FALSE
"Yeah, because we’re used to dividing to get smaller and multiplying to get bigger.  24 gallons divided by what?",FALSE
"956.  And then what comes last, Student F?",FALSE
"You can do it in whatever order you find the matches.  If you want to go least to greatest, that's great.  That's adding a whole other level of difficulty to it, but it's totally up to you.  All right.  Now, think about the salmon in each order.  Was it a bigger deal in this order, or was it more important in this order?  A bigger piece of the meal.  This is a bigger piece, or a bigger meal all together, but because this cost so much more, that made the salmon a little less important.  Okay.  So in this meal it was more important because there wasn't much else to add to it. Does that make sense?  Let's think about these.  Let's round them off to the nearest whole, okay?  Those have 9, and 1, and 9, and 3.  If our total is 10 – we've got nine tenths and about one tenth making up this meal, okay?  Then 9 plus 3 is how much?",FALSE
Forty-four and…?,FALSE
"That doesn’t show a direction so, Student V, I’m pretty sure recessed doesn’t mean right.",FALSE
What factor stayed the same?,FALSE
"Student R, you say no?",FALSE
"Okay, so reduce it.  How many parts would you have?  That means the same.  How many parts if you simplified it?",FALSE
"That looks like a window.  So tell me how on earth an old building that has a window in it is an array, Student T?",FALSE
Say that again?,FALSE
I wouldn’t–I mean you could do–I wouldn’t thousands because then you'll have to have 20–at least 24 lines on your graph.,FALSE
Which one is the tile?,FALSE
"It would add up to one.  So our sum is not gonna be one; our difference is not always gonna be one.  I’m gonna tell you the pieces we have and you need to add them up.  The reason I want you to see it with the models is so you can get a picture of how it works and then what we need to do is connect it to common denominators and how what we’ve learned about common denominators, at least common multiples, how all those pieces fit together.",FALSE
A yardstick.,FALSE
"Student E?  Put your pencil down, sweetheart.  You need one? There you are.",TRUE
"So what did we learn from that game?  That fun, fun game.",FALSE
Good.  12 divided by 3 is?,FALSE
You know how to do it now because you know that – what didn’t you do there that you would do today?,FALSE
"Six.  So you need to take those 12 pieces and make six equal number groups out of those.  If you want to look at what Student J did on his board, he wrote out the problem over here.  He’s drawn little circles to put ‘em all in.  This group – yellow group – I want you to look at what Student J did. He has 12 pieces and he made six groups with the twelve pieces.  How many did he put in each – show them yours, Student J.  You did yours right.  Yours looks good.  How many pieces should be in each group?",FALSE
"No, we need to practice multiplication.  42, 42 –",FALSE
I'm sorry.  It is Student M's turn.  People are being very rude.  I hope people are keeping in mind how they would like to be treated when it's their turn.,TRUE
"Well, most of the tires – wheels are standard size.  Like, if you buy a small car, it will have a smaller wheel.  They – they whole country has made it like – it has been decided that everybody’s going to use the same – these sizes only. They can’t just make their own size.  So they just buy their tires from another place.  That’s all they do.  Then they buy the wheels and the tire and they make them to a certain size, because otherwise if I buy a car which is unique and I need to replace the tires, how will I do it? I’ll have to send the car back to the factory, right?",FALSE
200.  Do you notice anything between 2 and 200?,FALSE
Student L says one.,FALSE
"What is three over three equivalent to, Student I?",FALSE
"It's not a triple bar graph.  It's just a bar graph with the data of Mark, Jason, and Nick.  That's the bar graph. Student M, turn around please.  Regular bar graph.  Okay. Questions about these before we separate into your group assignments?",FALSE
"Thank you, Student D.  Thank you, Student T.  Thank you, Student E.  Thank you, Student A.  I like your t-shirt, wolf pack.",FALSE
"I would have taken points off.  All right, go ahead, I’m erasing, next problem.  2 goes into 19 and 64/100.  Put your decimal up to.  Can 2 go into 1?",FALSE
Good.  And what’s the complete formula for a triangle?  You can use whatever posters are around to help you too.  You write about what you use.,FALSE
"Let's add our fractions.  When we're adding fractions with the same denominators, what do you do?  Let's find the fractions with the same denominators.  [Speaking French] All right, who can tell me?  Which fractions up here have the same denominators?  And I will circle them.  Student S, Student N.",FALSE
The light gives that thing.  What’s another word for a thing? It starts with an “o”.,FALSE
"You’re going down to the office.  Let’s go.  I’m not gonna play games with you, Student J.  I asked for the envelope now please.",TRUE
"And that is this one right here.  Is an acute angle less than or greater than a right angle?  Less than.  Do I have another volunteer that has a shape that has one or more right angles?  Draw that one, please.  At this point you should be working on getting your pieces back in the bag. I'm going to ask Student P to tell me how many right angles her shape has.  Not yet.  Label them.  Label your right angles.  All right.  Look at Student A's shape, please. How many right angles does it have?  Student P thinks four. Raise your hand if you agree and think there are four right angles.  Raise your hand if you disagree and think there are more or less than.  That was four people, so I'm going to ask again.  [Announcement]  Raise your hand if you think this shape – they're mine.  If you can't stop playing with them, they're mine.  Raise your hand if you think this shape has four right angles.  Raise your hand if you think that shape does not have four right angles.  Student J, why do you think that shape does not have four right angles?",TRUE
"Student C says 2/3 goes closest to the one – who agrees with that?  Why do we agree with that, Student I?",FALSE
"All right, show me your answer again.",FALSE
One-half.  Okay.  Is that clearer?,FALSE
"I put up here the tenth multiple in pink.  So when we talked about breaking up numbers in other ways, one of you – I can’t remember who – you took 47 and you broke it up by finding the tenth multiple, the tenth multiple, the tenth multiple, the tenth multiple and then the seventh multiple. Okay?  And that’s one way to break up numbers.  So anytime you feel lost in multiplication, go into that number and picture the day we did multiple towers.  We were skip counting.   What’s the first multiple of 47?",FALSE
The tenth multiple.  So 20 times 10 equals?,FALSE
"Now B.  What percent of the students walk?  Come one.  How do we know that it's 20?  Hold on.  Don't yell out, Student K. One fifth is equal to 20 percent.  So 20 percent of the what?",FALSE
"Everything you spent.  Everything you spent.  What have you got?  Okay, so that – wow, $10.00 for the main course? Okay, so you’re already at $80.00.  You only have $100.00, so $20.00 for everything else.  You’ve got to think about that.",FALSE
Yeah.  You’re supposed to multiply.,FALSE
"There's my 26 square feet.  And my 4 by 11, Student C?",FALSE
"That one is a little bit confusing.  That was a difficult one. There’s always something that’s going to be harder in a more challenging problem, and that’s the difference between A math and B math, you know what I mean? Getting an A on something and getting a B on something, and Bs are great, As are fabulous, and Cs are average.  That’s the mindset that’s hard to wrap around because we all want t get As and Bs and be above average.  Yes, Student C?",FALSE
"Are you playing by yourself, or are you playing with Student C?",FALSE
"Can you think of any factors for 31?  If it’s a prime number, probably we’re not going to be able to simplify it. Keep going, Student G.",FALSE
"So what’s going to happen is you are going to get in groups of two or three.You need to pick smart choices for your partners.Do not pick people that you’re best friends with, or you know you’re going to spend the entire time talking and goofing around with.",TRUE
"Wait a minute.  I can’t hear you all.  Student D.  I’ll wait. So the box had to be at least that big, right, to fit that amount.  Very good.",TRUE
"Actually, if you have completed the first one, we can move on to the second one.  The second one says if eight people share 44 crackers equally, how many crackers does each person get?",FALSE
"60, just checking.",FALSE
"All right, 56 should be over here.  If you number your pages correctly – what's going on here?  Okay, if you don't have enough space, move onto the next page but we need to talk about this notebook.",FALSE
"Yeah, let’s do it real quick.  This one is super-easy because we know our multiples of 10.  So 30 times 4 – cover my 0 – what’s 3 times 4?",FALSE
Nope?  Student K?,FALSE
Okay.  Very good.  Let's move on to the next part.,FALSE
You can add and subtract fractions.  Tell me how you do that.,FALSE
"14 times 32.  How did you find it?  I don't know that for a fact.  How'd you find it?  Let's break up both of them, 10, 4, 30 and 2.  10 times 30 equals – Student G, why are you talking right now?  Okay?  We're up here.  10 times 30 is?",TRUE
"Mm-hmm, it's underneath my –",FALSE
"She’s doing 31, 15.  So 34 cookies in a bag and I have –",FALSE
"But if this is 5 and this is 20, did I go up by five?",FALSE
The third array.,FALSE
"But do you see one that is facing this way, another one that is facing this way?",FALSE
"Yes.  What fraction of the entire set is four?  Who thinks they know?  Who feels confident about fractions?  What fraction of the entire set is four?  Remember, that bottom number is the whole.  Thinking.  No ideas?  Student D.  Thinking. Part A says what part of the entire set is four?  What fraction of the set is four, Student D?  We have four left, that’s the whole number.  How do we find out the fraction?",FALSE
"1/6 is half of that, it’s smaller.  Yup.",FALSE
"We’ll see.  We’ll do one of those.  Right now, we’re gonna stick with two and two. All right, so what goes here?",FALSE
Product.  That’s right.,FALSE
"Yeah, Teacher B will be happy to know that you already started. Okay, on these manila colored sheets, please – one, two, three all eyes on me.",TRUE
"No, correct.",FALSE
Very good.  Multiply the numerator and the – numerator times each other and the denominator – and denominator times each other.,FALSE
"Good job.  Because if I said I'm counting by threes and I need to figure out what this sixteenth multiple is, what would it be?  48 because 3 times 48 equals – 3 times 16 equals?",FALSE
"Okay.  Whoa, whoa.  You choose your own numbers.  So would it make sense to choose zero zero zero?",FALSE
"That’s a very good idea.  We’ll do that in a minute, okay? Okay.  I like that one.  It’s going to be fun.  I think we might have one more picture but I’m not sure.  I like these arrays.  Have you ever thought about chips in a vending machine being an array?",FALSE
Student Z?,FALSE
From what?,FALSE
So I have two whole sets and then how much?,FALSE
"Good.  Student J, since we’re looking at that number line, will you show where one-half is?",FALSE
"So the numerator stands for how many, which you said was 2. What are the total equal pieces?  How many pieces are the same as those 2?  Look.  How many pieces are the same? Besides being shaded, how many are the same shape?",FALSE
"Do you see where the half would be?  It would be right in here somewhere.  So three-fifths would be more than one-half. All right, what's your question?",FALSE
"Good.  It's getting better, right?",FALSE
Excellent.  Let's do one more and then I will let you do the rest.,FALSE
"All right.  So I have all your answers, all right.  Let’s see. Let’s find out.  Everyone.  If this one is 50, do you think it’ll be –",FALSE
"Packages.  Okay.  Right.  One of each.  Hold on one second. Let me help these kids finish.  Have you cut out the other one there?  Oh, there it is over there.  Why did it get on his desk?",TRUE
"So 27 times 14 equals blank, so we’re trying to figure out what is blank.  So Student J, you’re doing it exactly like I did it.",FALSE
Yes.  Very good.  Are some of you hearing things your friends are saying that's helping you remember?,FALSE
"Okay.  You also gave me a 9 by 6.  When I say 9 plus 6, does that equal 15?",FALSE
"Be careful reading those, and let’s look at the back really quick.  You have the first one in that second set. Greater than, less than, or equal to.  Student A, 32.",FALSE
"What is the value of 5 and 6 here, Student T?",FALSE
"Shh.  As a whole table, please.",TRUE
"What number is that?I want 8,000.What number is that?I want 8,000.What number is that?I want 90,000 and 8,000.Okay.If I say the number 90, it looks like this, right?Then it's thousand.There's a comma there.So then if I don’t say anything else, how many zeros come after the thousandths place?",FALSE
"I want to do what Nancy said first.  I want to start with these numbers.  Because if I go from 0 all the way to – what’s our largest number? – 48.  So let’s say I go up to 50. Does that give me just that area that I can really see the shape of the data?  No.  I have to squish everything together.  I don’t want to squish everything together.  I want to be able to look at it and actually see the data, where there’s the most. Student D, let’s see.  What is my lowest number, Student D?",FALSE
"I know.  Can we break the packages? You can’t like break the package.  Like this is like – like this could be a lamp or something.  You can’t break it to fit it in the box so you have to say how many of them fit without breaking them.  Maybe that wasn’t clear.  Oh, see.  It says that.  You may not break apart packages.",FALSE
Are we there yet?,FALSE
"Okay, and why – why would it be 16?  Tell me what your –",FALSE
Minus two?,FALSE
Is that better?,FALSE
"And now we have to move it 2/8, which is also ¼, Student C, so move that. That is a perfect example of how to split the fraction.  I wasn’t really able to do that because I don’t have any more chips on my 10.  Who is winning the fraction track game so far?",FALSE
"Compare fractions using what, what was the fraction we were basing everything on?",FALSE
"So what did you do, Student M?  Can you explain to us what your thinking is?  Where are you getting those numbers from? What is she actually doing?  We'll talk about that in a minute.  Did anybody do it another way?  Student E, can you show us another way?  We'll talk about the three ways.  You can put your hands down.  We'll see if you have another way after this.  I'm going to come around in the meantime and see what you've done.  What have you done?  You did a number line.  Awesome.  You got this number.  How do I double check it now?",FALSE
"A pool.  Okay, very nice.  Thank you, Student J.  Let’s say I have a huge pool.  If I’m running around the Jacuzzi, I’ll look like a hamster, [Inaudible].  Jacuzzis are small.",FALSE
"It was easy.  The only thing is, it just moved over one.  What happened?  It just moved over one, okay?  So we’re going to do the same thing, but this time we’re going to have four digits, and I want to see if – and I’m going to leave the steps up here.  I want you to use the same steps, but this time I want you to … try to do it with four digits.  Ready?",FALSE
"All right, I’m going to then say 10 minutes silent lunch. Student T, I need it quiet right now.  I need it totally quiet right now.  And you’re still talking. We’re gonna have a silent lunch today.  I need it real quiet right now.  I’m not feeling any respect at all right now.  You’re still talking.  We’re gonna go 20 minutes. We’ll have a silent lunch.  Okay, we’re gonna do a silent lunch today.  Somebody else talks here in the next three, four, five minutes before I ask you to talk, we’re gonna stay in for recess tomorrow.  That’s how serious I mean it. Get out your DGP.  We’ve got things to do.  We’re wasting minute after minute here with this, ‘cause half of it’s my fault ‘cause I wanted to really make sure you guys got this – this measurement down.  Okay, I need you to switch gears into quiet right now. Okay.  You guys remember all of these.  Is there any part of this you don’t have?  This is what we did.  We corrected it, we put the capitals on it, have we not?  Have we not done the subject and predicate?  Have we not done the –",TRUE
"So if you’re at 26, what would be another day that is one- fourth shaded?  What do you think, Student K?",FALSE
"Uh-huh. You can experiment with all of them. Yes, I...You know what you can do? Take this one, make a whole bunch more like that and see if they will tessellate. That's perfect. That will tessellate. These can go all together.",FALSE
You okay?,FALSE
"What does this represent for us, Student J?",FALSE
Something is not right here.,FALSE
Tell me.  You understand it?  You got it?,FALSE
"Right.  And so that one it worked, didn’t it?  Because these fit nicely on the bottom, don’t they?",FALSE
"Let’s think about this.  You have homework, okay, and you cannot watch TV or play video games until you have finished your homework.  And which would you rather be, would you rather be two-thirds done with your homework so you only have this much left to do, or do you want to be half done with your homework and have all of this to do?  Think about it.  Don’t just give me an answer.  Which one?  Not just him yet.  There’s a lot of people in this room.  Mm hmm.",FALSE
Choose eight cards.  Don't get them under there or you'll see them again.,FALSE
So how much are you increasing 283 by?  Increasing it by?,FALSE
"So what they were doing is the same thing that we’ve been doing is changing our improper – our mixed numbers into improper fractions.  So if you have a mixed number, you can change it into an improper fraction.  So let’s give somebody else a chance.  Student N, give me a mixed number.  What would be a mixed number?",FALSE
Did you forget me?,FALSE
"All right.  That’s fine.  Thanks.  So guys, you have the width. And then what is the area of our rectangle in number ten?",FALSE
"[Inaudible].  Read this number for me.  I need to round this to the nearest hundred, what do I do?  Stop working and let's review this step.",FALSE
So which has smaller pieces?  Which one has smaller pieces?,FALSE
"All right, so what if you totally missed the six?  Does that mean you’re sunk?  You’re gonna miss the problem?",FALSE
"Three angles that are less than 90 degrees.  Here we have a triangle.  A triangle is a three sided polygon.  Every triangle has three sides and three angles.  When added together though – again this is the main focus point for today – the three angles equal 180 degrees.  Interesting. I might have you put this in your notes.  When we talked about quadrilaterals, what were the three measures of quadrilaterals again?  Someone has to remind me.  Student F, what was the three measures of quadrilaterals?",FALSE
One what?  What fraction is it?  One –,FALSE
30,FALSE
All right.  You have about 15 seconds left.,FALSE
"No.  8 times 8, so put your multiplication symbol there.  So it looks like some people are having real confusion with the first one.  If we were using our doubling and halving rule for 16 times 4 – I’m going to cut one factor in half and I’m going to double the other factor, and I should end up with the same answer.  So 16 – am I going to cut that in half or double it?",FALSE
Are they next to each other?,FALSE
Can you sit up?  Why are you sitting like that?,TRUE
So how would we write that number?  1 whole and…,FALSE
All right.  Thank you.  What do you have?,FALSE
"Student D, no, no.  It is 1, 2, 3, 4.  4 times 10, which equals to –",FALSE
What do we do before we look left or right?,FALSE
"Okay, 80.  So our intervals by what?",FALSE
"– 3 down.  Last instruction before we get in groups, you fill out the sheet, you total them.  How many total landed up? How many total landed down.  I'm going to give you a Post- it, and on it I want you to write the fraction out of 100 because you are going to do it 100 times.",FALSE
"Okay, 6, 100 and what?",FALSE
Does a reflection follow you?,FALSE
"Go get it, please.  Open up your book.  Thanks.",TRUE
Yeah. .Kind of.  What’s the area of this one?,FALSE
"So she borrowed one of these tens.  She took the 634 and said, ""I know I can't take 319 away from it, because this is a 4.""  This becomes 14 and this becomes a 2.  She just broke it up and said 600 minus 300, two tens minus one ten, and 14 minus 9.  She broke it up using place value.  Do we understand what she did?  Are there any questions about what she did?  All right.  That's two ways.  Thank you very much.  Student M, you said you had little problem you need to come up and fix, and then you can explain to us what you did.  So step over there.  Show us what you did.",FALSE
So could I just pick numbers and subtract randomly?,FALSE
"Three.  Okay, five times two is –",FALSE
"The nine.  It’s talking about a 9-year old, but that number is not necessary in the problem.  That could be a 30-year old. It could be an 80-year old.  It could be a 5-year old.  It could be a 2-year old.  That number really just doesn’t matter.  It’s the other part, the 84 beats per minute and the 1 hour that are important. So, I have to know something there.  What do I have to know?  It talks about 84 beats per minute and how many is this in 1 hour.  What do I have to know there, Student M?",FALSE
"So, you’re saying I would actually fold it.",FALSE
"If they’re the same answer.  That will tell us if they’re correct.  So that’s how you can check the number model. And the last question, if you want to develop a shortcut for multiplying fractions, Student D, what would it be? Besides drafting or constructing a number model, what could you do to develop a shortcut to multiplying fractions?  Is building the model the shortcut?  Yes or no?",FALSE
It looks like it's less than a 90 degree angle.  What about number four?  Is that a right angle?,FALSE
13 by 2.  Okay.  So this column is your perimeter column.  This is gonna be your area column.  So now you just need to calculate your area for each one of those.,FALSE
A chance what?,FALSE
What about your next step?,FALSE
"Are we ready to begin?  Okay, I'm going to give you guys a deck of cards.  Here you go, sir.",FALSE
So how many numbers is that?,FALSE
"Two is less than one-half of six.  We already know that 3 is half of 6, and 2 is less than 3, good job.  I knew you could explain it.  Two more to go.  Student S. Good job.  Who agrees with that.  Excellent.  2/6 is the equivalent to 1/3.  How did you know that?",FALSE
"No, they're not and we're gonna talk about that today.  This was just an introduction into what we're talking about today.  Yes.",FALSE
"Yeah, it is.",FALSE
"Okay.  Couldn't tell how fast you're going, so you might be in a dangerous situation, right?  Where you might crash your car or something.  Student?",FALSE
"I may have.  Having this microphone on me is giving me a hard time with words today.  Next time it will be different. All right.  And finally, Student C, tell me how many ounces are in a cup?",FALSE
Plus 2.,FALSE
When is a time when we might use a negative or a positive number?,FALSE
That's a note.  Put that away.  Good morning boys and girls.,FALSE
Denominator.  So how – what’s your denominator for that?,FALSE
"And Student F, we're shading how many thirds?",FALSE
"You need two dry erase boards.  Hold on.  Let me see.  Student B, come with me back here.  Okay.  Student S, go back there.  Go back there, Student S.  Okay.  They have four.  It’s only two?  Oh, that’s because I had to send out Student J and Student E.  Hold on.  I have two boys over here.  Hold on.  You guys, okay.  Okay. We’re going to do a quick modification, and the reason why we’re going to do a quick modification, is because when I was up here doing the calculations with the other guys, they weren’t quite ready for it. They weren’t as fast.  So the modification is you’re going up against the other person that has the dry erase board.  So the first person – excuse me.  The first person that comes up with the answer wins, and that person would get that point.  We need one person, two people with the dry erase boards, okay? One person calling out.  The other person gets to judge who comes up with the answer first, all right? So does everybody understand what to do?  What if in the event that you have two people that finish, and the person that finished first didn’t have the correct answer?  What do you do then?  What do you think is the fairest thing to do then?  Yes?",TRUE
"53 cubes.  Now, I want us to know what’s something else in here that you could use to – that you could find out the weight of?  If you want to find out how heavy or light something is?  What’s something else that you could use?  Student D?",FALSE
"Two.  And so the question was what fraction of the shape is covered by one trapezoid?  If there’s two equal parts and two – that tells you your denominator is the number of equal parts in all, what fraction of the hexagon is covered by one trapezoid, Student A?",FALSE
Not three days – every?,FALSE
"Excellent, did everyone here Student P?",FALSE
"No, we don't round a number by adding or subtracting.  I'll look at that afterwards.  How do we round?  In other words, what are the steps to rounding a number?  What steps do we take?",FALSE
"I’m sorry, turn to page 85 in your workbook, and I want you to practice …  Page 85, page 85, in your workbook.  Get your workbook out, let’s go.  Page 85. Do you want to call your mom and go home? Do you need to go home? Head down to the nurse and have them call your mom, go home. Page 85.  On your desk, page 85, I want to come by and see how we’re doing with…   You want to first study the graph.  Make sure your name is at the page and today is Monday, January 10th. It doesn’t matter, I want the work done.  Page 85.  Page 85.  I want the work done.  Page 85. Once you have it done, take it out of your book.  Make sure your name is on the top, date.  Leave it right there at the desk. Get your Just Right book out and quietly wait for everybody to finish. I’m collecting them, take them out of your book.  Do you have a homework sheet? I passed homework sheets out on the table. Get a homework sheet, put your name and today’s date. [Thank you] for the table that’s not talking. Do you have your name on your homework sheet? Name, and put the date. I’ll collect them, you can set them right there.  Make sure you have your name on your homework sheet.",TRUE
Please work as a whole table.,FALSE
16.  40 plus 40 is –?,FALSE
Eighths are related to fourths.  And look at your fourths.  How far are you away from a whole?  You’re on two-fourths.  How far away are you from here to one whole?,FALSE
"[inaudible]  Don’t come up to me – I’m working with somebody. I’ll come to you.  Or, Student C seems to understand what’s going on – Student G seems to understand.  You can come to them.  Yes?  [inaudible] the answer, so what don’t you understand?",TRUE
Good for you.  [Speaking French],FALSE
Four.  What’s the denominator going to be?  How many was the whole?  Student K?,FALSE
"We only have one variable.  Try this one.  What can the missing number be?  Same thing.  You still need common denominators, so your best step for this one is change one half, find the common denominator of 10 and two.  Find the common multiple between 10 and two, then it’ll be real easy to figure out the missing number.  So you need to change one half to what?  Change your half to tenths.  See what happens?  Look how much easier it gets if I do this.",FALSE
"Okay, go ahead and pull out your math notebook.  Student C, you want to go get two?  Two notebooks?",FALSE
"Can you talk to us.  Can you just share what’s in your head, like do your problem aloud?",FALSE
"Make sure you write down your homework.Yes, you may use the restroom.You do have to do this.Yes, you do.",TRUE
"Thank you, Student A, say it again?",TRUE
"So this is gonna be different this time.  Let me get a marker and I’ll write the things you’re gonna have to need this time.  Instead of four people, it’s a bigger dinner party this time.  This time you’re going to have to feed eight people, okay?  And what is the first thing that they’re – yes?",FALSE
But how did he get the twelve at the bottom?  Why isn’t the answer just eight?,FALSE
"Five, ‘cause they’re –",FALSE
Just a little bit of the whole.  She’s saying a quarter-ish of the whole.  How many of you agree with that?,FALSE
What would 4/8 be equal to?,FALSE
"There’s 12, okay?  There’s 12 eggs in the carton.  What I would like you to do now is to put your name on your paper if you haven’t already, okay?  Student C, what do you need sweetheart?  A pencil?  Be very careful of the camera, okay?  All right.  If you can hear my voice, please put your hands on your head.  If you can hear my voice, please look at me. All right.  We’re going to be pretending, pretending, of course.  They’re not real eggs.  We’re going to pretend that we’re baking a cake, okay?  And I’m going to say you need six eggs to bake that cake, so I want each partners – or there’s a group of three over there – to remove six eggs from the carton.  Wait.  It doesn’t matter which six you take out.  Keep that in mind.  Any six eggs you may take out.  Do that, now.  And if they start rolling you can put them in the colored bins.",TRUE
"Is that it, or do I – what am I looking – sit down.  Sit down. 12 what, Student D?",TRUE
"Okay, in your notes, back to notes, I said line up the dot, give it all you got.",FALSE
5 x 7 is?,FALSE
"Yes, how many animals?  Three animals.  How many flowers, Student K?",FALSE
12.  What is 12 times three?,FALSE
"No.  So, Student V, raise your hand right?  And then when I call on you, you can comment.  But what I’m gonna say right now is then is a shadow and a reflection the same thing?",TRUE
No?  Why not?,FALSE
"Good job.  So you take 10 and divide it into the numerator.  If you don't have it, you need to fix it.  Okay, number two. What is it, Student S?",FALSE
"Expanded form.  So we could write this out in expanded form. In expanded form it would be the same as saying 60 plus 4, and then plus one tenth.  Look how you make a one tenth. The best thing to do is to show a zero, to show there's zero ones, and then a decimal, and then a one.  This is what I want you to do next.  Pack up all your materials. Let's see which group can do that fastest.  Have one person from your group pick up the packages and go put them [inaudible].  Let's see which group will be first.  Student M's group is almost finished, right there.  Student N's group is almost finished.  Okay.  Here's what I want you to do next.  Ready?  We're going to practice writing some numbers in decimal form.  Looks like Student M's group was done first.  Student M, Student J.  Thank you, Student J. On your paper we're going to practice writing some numbers. The first number that I want you to write is a fraction, okay?  So somewhere below what you've written already, write the fraction one tenth.",TRUE
Thank you.  Now measure from the reflection line to your A. What is that?,FALSE
"No, hers is a different array.  You all have different arrays. In your small groups you are going to decide how you want to split it.  Discuss it with your group.  All right. Student K's group, Student K, you have Student R, Student L, Student J and Student M.  Do not move yet until I ask everyone to go to their spot.  And Student K's group, you are going – actually you can use my markers.  They're different colors.  Student K's group will be here.",TRUE
"Right, they don’t make it that easy for you, you’re going to have to do some math here.  You’re going to have to go ahead and convert these.",FALSE
And what am I going to multiply now?,FALSE
"No.  So let’s stick with the reflection.  What were some things we noticed about what just happened between Student A and I.  When he moved, I moved.  What are some things we noticed?  Student S?",FALSE
Do that.  Can you not stand in front of that please?,TRUE
"Okay, 7 out of 21.  They’re both odd numbers so I guess that’s as far as I can go, right? I can go further, Student D?",FALSE
Good.  The number in the middle.  And what is the last thing that we learned about that you can use your data set for? Student L.,FALSE
"Awesome.  Who's going to try for – that was number 4.  Student E, you're 4.  Student E, what's your [inaudible]?",FALSE
"– to do that one.  To do number five.  Come over here, both of you, you're gonna do number five.  We're getting to be too noisy.  And we're playing over here.  Student J, turn around for me, please.  Turn around, Student J.  Turn around.  Turn around, Student J.  Thank you.  It's work time.",TRUE
So we know we don't have exponents so were going to skip this and I'm going to go to the next one.  What is the next step?,FALSE
"You don’t even know how much they spent.  How can you tell me yes?  All right, so I don’t have – you need to transfer this on to a nice clean sheet that says what you ordered for each person, how much money it costs for each person, how much you spend total, how much money you have left over and then a big smiley face because you’re finished.  Okay, so get that all done for me.  Yes, sir?",FALSE
"9 o'clock.  And what fraction around the clock am I?  I added ¼, so what am I going to add to this to get to that?",FALSE
No.,FALSE
"Figuring out where it was on the number line?  Okay, Student K? Stand up and face the class so they can hear you.",TRUE
"So I'll ask you again, what do you think I mean when I say compare decimals?  What are you going to be doing?  Only Student T knows.  Only Student E.  Student T, what do you think I'm going to be asking you to do?  Student M, can you read the objective again for Student M?  I don't think he was listening.",TRUE
"My goodness.  I don’t know, you’re doing a lot of things in your head.  Yeah, it is a wait – we’ll see what we get with you.  What did you do, Student J?",FALSE
Can you give me one?,FALSE
Why is it over 13?  Not over 37?  Student A?,FALSE
The right side.  And what’s being shown on the reflection?,FALSE
Carry my three.  Seven times zero.,FALSE
"We don't know the answer yet.  Pretend we don't know.  I know we solved it a couple times, but we don't know the answer yet.  How much more do we have to add?",FALSE
Huh?,FALSE
"Where was the chip originally, though?",FALSE
Pretend this is even.  How many tiles on each side?,FALSE
"Then you should have been paying attention.  All right.  So, let’s add across and then down.  So, 1600 plus 400 is?",TRUE
Or by—,FALSE
"Okay.  Is it yes or is it no?  Raise your hand if you think three is a factor of 19.  Raise your hand if you think that it’s not a factor of 19.  Okay.  You can add the two digits together.  One plus nine is 10.  Is – can you divide 10 by three evenly?  No, you cannot.  So 19 is – three is not a factor of 19 is what I meant to say.  What about four?  Can you say four times something and get 19 for a product? Thumbs up if you think you can.  Thumbs down if you think you can’t.  Student J, are you thinking?  Is four a factor? Okay, most of you say no, and you’re absolutely right. Can you use five for a factor?",TRUE
And what’s 12 times 4?,FALSE
"Fourteen sixteenths.  Go to the sixteenths and that’s only four.  Fourteen sixteenths.  So is that – find something in the sixteenths.  All right, so here’s 12 and you were saying 14 is greater than 12 so therefore it will go about there.  Excellent.",FALSE
Forty.  Excellent job.  So what was my rule?,FALSE
You've got to write it down.  You can't be stretching your hand from here to here.  Can you stop?  I see what you're doing. Now it says here where does the 11 come from?,TRUE
"Okay.  So this is, row number 1 are sunflowers, right?  So Student T, you were saying 37 divided by 8.  This is row number 1.  How many sunflowers are in that row?  Student T, go ahead.",FALSE
"Times height.  And I have a question for you.  We are multiplying, right?",FALSE
"You go around and ask your … excuse me.  [Inaudible].  Focus. You go around.  Excuse me.  Oh, [inaudible].  [Inaudible]. Everybody to your seat.  [Teacher yelling].  Didn’t I say [inaudible]?  You don’t know [inaudible] and you move it. You’re going to make it into one.  After you – over here. After you get the information - Student J.  [Teacher with calmer voice].  After you get the information, then you got to get it into your graph.",TRUE
"0.5 millimeters.  Then what's the next step.  After you found the radius, what did you get, Student D?",FALSE
"So I’m now going to put a zero here.  How many times can 45 go into 72?  It goes in there one time, okay?  Now, I don’t expect you to know your multiplication facts of 45.  But I think you can figure out, if you take 45 and double it, what do you get?",FALSE
"There you go.  Good.  All right, try to keep your voices down, get to work and we’ll come back as a whole group in 15 minutes.  Have your final product ready.  Yes, ma’am?",TRUE
Very good.  Who can name the diameter on this one?,FALSE
"Add what?  I add the number that I started with, 319, plus the 315 that you found in the middle, and all together that should equal what?  634.  So I add 4, 3, and 6.  Does it match?",FALSE
Three and one-tenths.  And what is it measured in?,FALSE
